participant_id,age,gender,grade,art_experience,emotion_label,well_being_score,engagement_score,stress_level,creativity_score,hours_art_weekly,preferred_art_medium,session_duration_minutes
0947,18,F,10,Low,Sadness,3.3,3.3,5.0,1.9,9.0,Mixed,60
0948,16,M,9,High,Frustration,4.2,2.8,3.9,2.4,5.9,Watercolor,38
0949,16,M,11,High,Happiness,4.1,3.0,4.3,4.8,8.1,Digital,84
0950,18,F,12,Low,Frustration,1.0,4.1,2.3,4.2,8.7,Mixed,103
0951,16,F,9,High,Excitement,2.8,3.0,1.6,4.5,6.4,Digital,72
0952,18,M,10,High,Anxiety,2.8,3.5,2.1,3.9,2.8,Digital,96
0953,17,F,12,Low,Excitement,4.4,4.2,2.9,3.0,2.4,Digital,76
0954,15,F,11,Medium,Calm,4.6,2.7,2.0,2.1,8.1,Watercolor,77
0955,18,F,11,Low,Anxiety,1.5,4.6,3.9,4.5,0.3,Digital,111
0956,14,M,10,High,Calm,4.8,4.9,1.5,1.5,3.6,Mixed,74
0957,18,F,10,Medium,Sadness,3.4,3.5,3.2,1.2,0.6,Mixed,49
0958,18,M,11,Medium,Happiness,3.4,4.6,3.4,3.6,9.6,Digital,78
0959,15,M,12,High,Anxiety,3.9,4.6,3.8,2.1,5.5,Pencil,69
0960,18,M,9,Medium,Happiness,4.8,1.8,3.8,1.9,6.8,Watercolor,96
0961,17,F,12,Medium,Happiness,4.7,2.1,4.8,2.6,0.7,Digital,61
0962,16,M,12,Medium,Anxiety,4.3,1.9,1.7,2.5,7.8,Pencil,75
0963,17,F,10,Medium,Happiness,2.1,1.3,3.0,4.6,6.3,Digital,85
0964,16,M,11,Low,Happiness,1.1,3.2,2.8,4.1,7.2,Digital,32
0965,16,M,12,Medium,Sadness,3.7,2.8,1.5,1.9,0.7,Digital,107
0966,15,M,12,High,Sadness,1.2,4.3,2.7,4.4,2.2,Watercolor,101
0967,16,F,12,Medium,Frustration,4.8,3.8,1.5,1.3,7.6,Watercolor,49
0968,14,F,9,Medium,Frustration,1.6,2.3,3.1,2.8,4.0,Digital,93
0969,14,F,12,High,Excitement,2.3,1.5,3.1,1.7,7.6,Watercolor,36
0970,14,M,12,Medium,Calm,4.1,2.3,1.9,1.5,6.3,Watercolor,63
0971,14,M,12,High,Calm,3.2,1.6,3.3,4.5,5.6,Watercolor,63
0972,15,F,9,Low,Anxiety,4.4,4.4,2.3,1.6,9.7,Pencil,99
0973,18,F,10,High,Happiness,4.7,4.8,3.9,2.6,7.2,Pencil,37
0974,15,F,11,Low,Frustration,4.0,1.5,2.8,3.0,8.1,Digital,96
0975,14,F,9,Low,Frustration,4.8,3.8,3.0,4.1,7.0,Pencil,71
0976,18,F,9,High,Frustration,2.5,2.3,2.3,2.1,8.4,Watercolor,56
0977,14,F,9,Medium,Calm,4.7,3.0,1.0,1.6,0.1,Watercolor,37
0978,15,F,11,Low,Excitement,1.7,4.4,3.8,3.4,0.7,Watercolor,60
0979,15,M,11,Low,Excitement,1.7,4.1,2.3,3.4,0.3,Digital,99
0980,18,M,10,Medium,Happiness,3.7,2.0,3.3,2.1,4.5,Mixed,68
0981,14,M,10,High,Excitement,3.5,2.6,1.5,1.1,1.9,Mixed,99
0982,14,M,12,Low,Happiness,3.6,3.8,4.3,1.6,0.3,Mixed,36
0983,14,M,12,Medium,Calm,2.5,1.3,1.2,4.4,8.0,Digital,115
0984,16,F,12,High,Anxiety,2.0,1.9,1.6,3.7,9.6,Pencil,32
0985,18,F,10,Low,Frustration,1.5,2.7,4.3,4.9,3.7,Pencil,45
0986,14,M,11,Medium,Calm,2.8,3.7,3.5,4.4,3.2,Digital,71
0987,16,F,11,Medium,Anxiety,4.3,2.5,2.8,3.6,0.9,Watercolor,62
0988,17,M,9,High,Excitement,1.0,1.2,3.5,4.8,4.1,Mixed,97
0989,16,M,11,Low,Anxiety,3.7,1.0,4.1,3.6,5.0,Digital,56
0990,17,M,10,High,Calm,2.8,4.6,1.4,3.1,8.9,Digital,61
0991,17,M,9,High,Calm,1.9,3.7,3.4,1.3,0.2,Pencil,50
0992,15,F,11,Medium,Excitement,2.2,3.1,3.8,3.7,1.7,Mixed,36
0993,17,M,9,Low,Anxiety,2.4,2.0,4.1,1.5,3.1,Digital,117
0994,17,M,12,Low,Sadness,4.4,3.5,3.2,3.6,2.4,Digital,59
0995,18,F,12,Medium,Excitement,2.6,1.2,3.2,2.3,7.3,Digital,82
0996,18,F,10,Medium,Anxiety,4.0,1.6,1.9,3.3,5.6,Watercolor,62
0997,17,M,12,Low,Anxiety,4.2,1.7,4.4,3.3,9.7,Mixed,112
0998,15,M,9,Low,Anxiety,4.1,3.3,2.8,1.8,3.9,Digital,72
0999,15,F,9,High,Sadness,3.6,2.4,3.0,2.6,3.3,Watercolor,118
1000,17,M,12,Medium,Anxiety,2.5,4.8,1.6,3.7,8.2,Mixed,46
1001,14,F,12,High,Anxiety,4.1,2.0,2.2,3.6,5.6,Digital,99
1002,14,M,9,High,Sadness,1.3,2.3,1.4,3.4,2.6,Pencil,70
1003,15,M,9,High,Excitement,2.7,4.2,1.7,2.3,1.4,Digital,104
1004,17,F,9,Low,Anxiety,1.8,4.2,3.6,3.1,4.7,Digital,107
1005,18,F,10,High,Calm,4.4,4.2,1.4,3.9,2.0,Pencil,53
1006,15,F,10,High,Anxiety,3.1,2.1,1.2,3.8,4.0,Digital,83
1007,18,M,10,High,Sadness,1.9,4.6,2.5,3.2,9.6,Mixed,111
1008,15,M,11,Medium,Excitement,3.6,4.7,3.0,4.4,4.8,Pencil,48
1009,15,M,11,Low,Calm,3.1,1.2,2.2,2.2,7.8,Watercolor,83
1010,15,F,9,Medium,Excitement,1.8,1.9,2.3,2.3,3.5,Digital,37
1011,14,F,12,High,Happiness,3.5,1.9,1.2,1.2,1.4,Watercolor,90
1012,15,F,10,Low,Frustration,1.1,4.4,3.2,4.2,0.6,Pencil,105
1013,16,F,11,Low,Anxiety,2.8,1.7,4.2,2.3,1.8,Watercolor,107
1014,15,M,9,Medium,Happiness,2.9,4.1,2.8,1.1,8.1,Mixed,48
1015,17,F,12,Low,Calm,4.4,3.0,1.3,1.1,8.2,Pencil,93
1016,18,M,9,High,Calm,1.7,3.0,2.7,2.6,5.4,Watercolor,108
1017,16,M,11,High,Anxiety,3.8,2.8,4.6,2.6,9.9,Digital,114
1018,15,F,11,Low,Excitement,2.6,4.1,2.0,4.9,7.7,Watercolor,103
1019,18,M,12,Low,Excitement,4.4,1.7,2.7,4.7,8.2,Mixed,34
1020,15,M,11,Medium,Sadness,4.8,5.0,3.1,4.9,6.1,Watercolor,117
1021,17,F,12,Medium,Happiness,2.5,2.5,2.6,3.1,8.1,Watercolor,117
1022,17,F,9,Medium,Sadness,3.5,1.5,4.0,2.6,4.4,Digital,51
1023,18,F,11,High,Sadness,3.5,3.3,4.8,3.9,0.7,Mixed,116
1024,15,F,10,High,Happiness,3.2,3.1,1.6,4.6,7.0,Mixed,99
1025,17,M,12,Medium,Sadness,3.9,2.5,1.6,2.3,5.1,Pencil,93
1026,15,M,10,High,Happiness,4.9,3.9,4.8,4.1,3.8,Watercolor,38
1027,16,F,12,Low,Frustration,2.2,3.3,3.4,3.9,6.9,Digital,86
1028,17,M,11,Low,Sadness,3.4,2.1,2.3,3.1,4.7,Mixed,42
1029,18,F,12,High,Anxiety,4.2,4.8,3.8,4.0,8.3,Digital,64
1030,18,M,9,High,Anxiety,2.5,4.0,3.2,1.6,5.1,Watercolor,31
1031,15,M,10,High,Anxiety,3.4,2.6,1.5,3.8,4.2,Pencil,83
1032,17,M,11,Low,Frustration,3.5,4.8,1.4,2.7,1.7,Pencil,94
1033,15,F,9,High,Happiness,2.1,1.5,3.4,1.1,3.0,Digital,104
1034,17,F,9,High,Frustration,4.7,4.3,2.7,3.3,2.9,Pencil,72
1035,17,F,12,Medium,Anxiety,2.0,2.2,2.7,3.2,0.9,Pencil,66
1036,15,M,10,High,Happiness,4.3,5.0,3.2,3.4,5.8,Pencil,86
1037,17,F,11,Low,Calm,4.6,2.5,4.3,2.8,4.5,Watercolor,106
1038,14,M,12,Medium,Calm,4.3,4.2,3.0,1.8,9.4,Digital,78
1039,18,M,11,Medium,Happiness,3.4,3.5,5.0,3.8,8.2,Pencil,64
1040,14,F,9,Low,Anxiety,4.7,4.0,2.4,3.0,4.5,Pencil,83
1041,14,F,9,Medium,Anxiety,3.0,2.8,1.7,2.8,2.6,Watercolor,68
1042,16,M,10,Low,Anxiety,4.0,3.5,1.9,3.0,4.1,Digital,110
1043,17,F,10,High,Excitement,3.6,1.9,1.5,3.8,0.2,Watercolor,50
1044,17,F,12,Low,Excitement,2.0,3.7,3.1,2.9,9.3,Pencil,64
1045,18,F,9,Low,Excitement,1.6,3.5,4.7,4.1,1.0,Watercolor,104
1046,14,F,10,High,Sadness,4.9,2.6,1.4,4.5,7.0,Mixed,83
1047,18,F,12,Medium,Happiness,4.7,1.5,4.7,1.8,7.8,Pencil,53
1048,18,M,10,High,Sadness,1.5,1.8,4.2,2.4,2.9,Pencil,106
1049,15,F,9,Medium,Happiness,2.0,4.6,3.5,2.1,7.8,Digital,106
1050,15,M,12,High,Calm,4.2,1.4,1.2,1.2,9.5,Pencil,87
1051,14,F,11,Low,Sadness,2.1,3.2,2.4,1.8,4.3,Watercolor,76
1052,14,F,12,High,Calm,1.1,4.2,1.5,2.9,7.7,Watercolor,82
1053,17,M,11,Medium,Sadness,2.4,4.4,4.7,4.7,2.3,Mixed,114
1054,18,F,10,Medium,Happiness,2.6,1.1,3.6,3.1,5.1,Pencil,100
1055,15,M,9,Low,Calm,3.5,3.6,1.7,1.1,5.4,Mixed,64
1056,15,F,9,Medium,Happiness,4.4,4.8,3.1,3.2,8.0,Pencil,118
1057,18,F,11,Medium,Happiness,2.5,4.2,2.7,4.5,8.9,Digital,76
1058,16,M,11,Medium,Sadness,2.2,2.4,4.8,4.3,3.8,Mixed,101
1059,15,F,9,Low,Excitement,4.7,4.6,4.1,1.5,7.8,Pencil,38
1060,16,M,9,Medium,Anxiety,3.4,2.4,3.3,1.5,7.1,Digital,48
1061,17,M,11,Low,Sadness,3.9,1.2,3.2,4.5,4.4,Mixed,37
1062,16,F,10,High,Calm,2.3,2.1,2.8,2.7,4.7,Digital,61
1063,17,F,10,Medium,Excitement,2.5,3.0,2.9,1.9,8.2,Pencil,56
1064,17,F,12,High,Happiness,3.6,1.8,2.6,4.7,5.3,Watercolor,73
1065,15,M,11,Low,Calm,4.7,2.3,1.6,4.4,0.6,Pencil,33
1066,18,M,12,Medium,Frustration,1.8,4.2,4.4,2.4,9.2,Pencil,66
1067,16,M,12,Low,Happiness,1.3,2.7,2.4,3.2,6.2,Pencil,45
1068,17,F,10,Low,Anxiety,2.1,3.6,3.2,4.4,9.3,Watercolor,30
1069,16,M,12,High,Calm,2.4,4.5,1.1,3.4,9.9,Pencil,34
1070,17,M,11,High,Anxiety,3.3,4.2,2.2,4.5,7.1,Mixed,74
1071,16,M,9,Low,Excitement,4.7,4.2,2.5,3.6,9.7,Watercolor,40
1072,16,F,11,High,Anxiety,3.4,2.1,1.5,1.8,3.5,Mixed,69
1073,15,M,11,High,Anxiety,3.8,2.2,2.0,4.1,6.2,Pencil,117
1074,14,F,12,High,Excitement,3.4,1.9,1.8,4.5,9.9,Watercolor,43
1075,15,F,10,Low,Excitement,2.1,5.0,1.1,1.8,2.8,Pencil,65
1076,18,M,12,Medium,Happiness,3.2,2.1,1.6,3.6,0.9,Mixed,111
1077,18,M,11,Medium,Calm,3.7,2.8,2.4,1.8,5.2,Pencil,32
1078,15,F,9,Medium,Sadness,4.1,4.5,3.0,2.0,4.1,Mixed,34
1079,15,M,10,Medium,Calm,1.8,3.0,2.0,1.7,9.0,Mixed,67
1080,16,F,9,Low,Anxiety,1.2,3.4,2.4,3.5,1.0,Digital,52
1081,14,M,11,Medium,Frustration,2.5,3.0,3.3,1.3,2.7,Digital,30
1082,18,F,10,Low,Happiness,4.9,4.7,1.1,2.9,6.8,Pencil,86
1083,15,M,12,Medium,Calm,3.7,2.9,1.8,3.0,0.3,Mixed,94
1084,18,M,9,Low,Excitement,2.1,4.4,2.6,2.2,3.3,Digital,73
1085,18,F,10,Medium,Frustration,1.8,3.5,4.2,2.5,3.8,Digital,85
1086,15,F,12,Medium,Happiness,2.4,2.0,2.7,4.6,2.1,Pencil,119
1087,17,M,9,High,Sadness,1.7,3.2,1.1,2.6,8.7,Digital,31
1088,16,F,12,Medium,Calm,3.5,3.1,4.0,2.3,7.7,Mixed,114
1089,18,M,10,Medium,Frustration,2.8,1.3,1.3,2.7,0.2,Pencil,33
1090,16,F,9,Medium,Calm,2.0,4.3,4.6,3.8,2.7,Watercolor,115
1091,18,F,9,Medium,Anxiety,2.9,2.7,2.7,1.3,5.9,Watercolor,48
1092,18,M,12,Medium,Sadness,1.5,1.1,2.6,2.6,3.7,Mixed,92
1093,17,M,12,High,Happiness,2.8,1.7,2.4,1.3,3.5,Watercolor,109
1094,17,F,9,High,Calm,2.0,4.3,4.5,4.8,1.0,Digital,49
1095,16,F,10,High,Excitement,4.9,4.8,4.2,3.1,2.6,Mixed,74
1096,18,F,12,Medium,Excitement,1.4,5.0,4.5,2.9,7.3,Mixed,32
1097,15,M,12,Medium,Sadness,4.5,4.6,3.1,1.6,8.1,Watercolor,57
1098,16,M,12,Low,Anxiety,3.2,3.5,3.5,2.6,2.3,Digital,45
1099,16,M,9,High,Happiness,4.4,4.5,2.8,2.0,3.8,Pencil,78
1100,16,F,9,Low,Sadness,1.4,1.2,4.1,4.7,8.2,Pencil,101
1101,15,M,9,High,Happiness,2.6,3.8,4.8,2.4,0.9,Pencil,99
1102,18,M,11,Low,Frustration,1.8,2.2,3.5,1.6,5.6,Mixed,85
1103,15,F,9,Medium,Frustration,1.1,3.2,3.7,3.6,6.4,Digital,61
1104,16,F,11,High,Happiness,2.5,3.2,3.7,4.1,2.1,Mixed,90
1105,17,F,11,Low,Sadness,4.0,3.3,1.2,3.5,3.0,Mixed,83
1106,18,M,12,High,Anxiety,4.6,4.5,2.5,1.1,4.9,Watercolor,61
1107,15,M,11,Medium,Sadness,4.7,4.5,1.4,3.1,9.4,Mixed,40
1108,17,M,9,Low,Happiness,4.5,1.8,4.0,2.3,4.3,Pencil,112
1109,14,M,10,Medium,Sadness,4.3,2.5,1.5,2.4,7.5,Watercolor,66
1110,18,M,9,Medium,Anxiety,1.6,4.2,1.7,1.1,7.0,Pencil,69
1111,17,M,12,Low,Calm,3.3,3.4,3.8,4.9,5.2,Pencil,49
1112,18,F,12,Low,Calm,2.8,4.5,4.1,1.9,8.8,Mixed,37
1113,16,F,10,Medium,Excitement,2.9,2.1,4.0,3.5,3.8,Watercolor,88
1114,16,M,9,Medium,Excitement,3.2,1.3,4.9,1.0,0.5,Digital,32
1115,15,M,12,Medium,Frustration,4.8,2.4,2.0,4.4,9.7,Mixed,73
1116,16,F,9,Low,Excitement,3.3,2.1,2.8,4.8,4.3,Pencil,55
1117,17,M,11,Low,Anxiety,3.2,3.1,2.8,4.5,1.9,Digital,117
1118,14,M,12,Medium,Frustration,4.4,4.7,4.1,2.7,7.1,Digital,46
1119,18,M,12,Medium,Anxiety,1.0,3.5,1.1,3.5,0.5,Pencil,32
1120,18,M,11,Low,Happiness,3.5,3.2,2.9,1.5,5.8,Digital,113
1121,14,M,9,Medium,Sadness,2.9,2.0,4.2,1.4,9.5,Watercolor,68
1122,18,M,10,High,Frustration,3.5,1.4,2.3,3.5,1.9,Mixed,51
1123,16,M,10,Low,Calm,3.8,3.2,1.7,2.3,5.6,Digital,89
1124,18,M,9,Low,Sadness,3.4,4.8,4.2,4.8,10.0,Watercolor,96
1125,14,F,11,Medium,Frustration,2.2,4.9,3.8,4.9,7.9,Pencil,113
1126,17,F,10,High,Frustration,4.1,2.0,4.8,4.8,3.6,Digital,94
1127,15,F,12,Medium,Frustration,2.4,3.3,4.7,1.6,9.0,Mixed,111
1128,17,M,12,Low,Happiness,4.3,2.5,1.6,1.7,2.3,Digital,53
1129,15,M,12,Low,Happiness,4.4,3.4,4.7,2.8,5.7,Digital,66
1130,16,F,11,Low,Excitement,2.7,2.3,2.0,3.6,6.3,Pencil,70
1131,18,M,11,Low,Calm,2.4,2.5,4.6,2.5,7.4,Watercolor,68
1132,15,F,12,Medium,Frustration,2.0,2.0,1.8,3.1,7.1,Mixed,116
1133,18,M,10,High,Sadness,3.8,1.9,1.7,1.5,6.2,Mixed,109
1134,15,M,10,Low,Sadness,4.0,3.7,3.2,4.6,9.0,Watercolor,39
1135,18,M,12,High,Frustration,3.6,5.0,3.4,4.1,5.9,Digital,89
1136,14,M,9,Low,Excitement,1.7,2.2,4.1,1.8,1.4,Watercolor,65
1137,14,F,12,Medium,Excitement,3.9,1.3,3.6,2.8,8.4,Digital,52
1138,15,F,12,High,Calm,3.7,2.3,3.4,3.9,5.9,Digital,100
1139,16,M,10,High,Anxiety,1.0,2.8,4.8,2.2,7.4,Watercolor,118
1140,15,M,11,Low,Happiness,2.2,3.3,2.1,4.8,9.9,Digital,80
1141,18,F,9,Medium,Anxiety,2.6,4.5,2.8,3.7,8.4,Mixed,30
1142,14,F,9,Medium,Calm,2.9,1.7,2.8,1.7,2.4,Mixed,117
1143,16,M,10,Low,Sadness,3.6,1.1,1.7,2.8,3.3,Mixed,97
1144,14,F,12,High,Frustration,2.2,4.5,4.1,1.1,0.6,Digital,69
1145,17,M,12,High,Excitement,2.7,1.8,3.0,2.6,6.8,Mixed,118
1146,16,M,9,Medium,Sadness,3.3,2.9,4.9,1.6,10.0,Watercolor,50
1147,16,M,9,Medium,Anxiety,1.9,4.2,3.1,2.0,9.0,Pencil,67
1148,16,F,10,Low,Anxiety,1.8,4.6,1.2,3.6,0.1,Pencil,68
1149,16,F,11,Medium,Happiness,2.2,3.2,4.6,1.1,1.0,Digital,117
1150,16,F,10,Medium,Sadness,4.8,4.4,4.2,1.2,2.7,Digital,34
1151,14,M,10,High,Frustration,1.6,4.7,2.5,3.9,3.5,Mixed,75
1152,15,F,11,High,Happiness,5.0,3.8,4.6,4.7,6.6,Digital,55
1153,14,F,11,Low,Sadness,3.5,3.5,4.3,3.5,4.4,Pencil,60
1154,18,M,11,Medium,Frustration,4.4,2.8,2.1,3.4,7.1,Watercolor,113
1155,18,F,12,High,Frustration,1.9,2.9,3.0,1.6,5.0,Digital,80
1156,16,M,10,High,Happiness,3.4,2.1,4.7,2.0,2.0,Digital,52
1157,14,F,9,High,Calm,4.4,1.1,4.9,2.9,6.2,Digital,30
1158,16,F,12,Low,Calm,3.7,1.6,2.6,1.6,5.5,Digital,82
1159,17,F,11,Medium,Happiness,3.2,3.7,4.8,1.8,0.6,Digital,81
1160,16,F,12,Low,Happiness,2.4,3.2,1.4,2.2,7.0,Watercolor,117
1161,15,M,12,High,Excitement,1.4,1.4,4.3,4.3,5.0,Digital,67
1162,15,F,9,Low,Anxiety,1.7,2.2,2.0,1.3,6.3,Mixed,83
1163,14,M,9,High,Frustration,3.8,4.0,3.8,4.6,1.5,Pencil,73
1164,16,F,11,High,Anxiety,2.5,1.2,3.3,3.6,1.8,Digital,82
1165,18,M,11,Medium,Frustration,2.9,2.4,1.8,2.6,9.5,Digital,83
1166,18,M,11,High,Anxiety,1.6,2.1,4.8,3.6,2.2,Mixed,68
1167,17,M,10,High,Excitement,4.2,4.1,4.0,4.9,2.2,Mixed,55
1168,17,M,9,High,Happiness,2.1,3.4,1.0,1.2,1.3,Mixed,119
1169,14,M,12,High,Anxiety,4.5,4.7,1.7,4.5,0.9,Pencil,52
1170,16,F,12,Low,Sadness,4.5,1.0,4.1,3.5,5.9,Pencil,112
1171,14,M,9,Medium,Calm,2.4,3.9,4.8,3.1,1.3,Digital,58
1172,18,M,11,Low,Calm,2.9,1.2,4.0,4.1,5.4,Pencil,111
1173,17,M,10,Medium,Excitement,1.4,3.1,2.3,4.4,4.2,Watercolor,58
1174,14,F,12,High,Frustration,2.6,2.9,3.2,3.8,9.5,Pencil,89
1175,16,F,10,Medium,Excitement,2.0,4.1,3.8,2.4,0.8,Pencil,115
1176,15,F,11,Medium,Happiness,1.3,2.6,3.9,3.2,9.0,Digital,55
1177,17,M,11,Medium,Sadness,4.7,3.5,1.8,4.6,7.4,Digital,86
1178,17,F,9,Medium,Excitement,4.9,1.8,4.5,4.9,0.4,Pencil,54
1179,15,M,12,Low,Frustration,3.7,2.5,1.6,4.9,7.9,Digital,46
1180,18,F,9,Medium,Excitement,2.4,2.5,2.7,4.3,5.3,Digital,76
1181,18,F,9,Medium,Anxiety,5.0,3.7,2.1,4.9,2.9,Pencil,66
1182,14,F,11,Low,Sadness,5.0,4.6,3.3,2.1,2.1,Watercolor,57
1183,18,F,9,High,Anxiety,4.8,1.8,2.2,2.1,1.2,Digital,71
1184,17,M,12,Low,Excitement,3.9,3.6,3.5,1.5,9.6,Watercolor,77
1185,17,M,9,Medium,Frustration,1.4,2.8,4.5,4.6,8.6,Pencil,57
1186,18,F,10,Medium,Anxiety,3.3,4.0,3.2,4.3,3.0,Digital,108
1187,16,F,11,High,Excitement,4.4,2.9,1.2,2.3,3.7,Mixed,70
1188,17,F,12,Medium,Excitement,1.6,1.8,4.2,1.9,7.6,Mixed,89
1189,15,M,10,High,Happiness,3.1,3.2,1.4,2.9,6.3,Mixed,83
1190,15,M,11,Low,Anxiety,4.9,1.7,1.0,2.7,6.6,Digital,109
1191,18,M,10,Medium,Frustration,4.2,2.8,1.2,2.2,6.5,Mixed,30
1192,15,F,10,Medium,Sadness,5.0,2.4,2.1,2.7,8.9,Digital,56
1193,15,M,9,Low,Sadness,3.0,3.7,3.2,2.8,9.6,Watercolor,93
1194,14,M,10,High,Happiness,5.0,2.0,1.9,2.6,6.7,Watercolor,96
1195,18,M,9,Low,Frustration,1.5,1.1,1.2,1.0,0.0,Mixed,88
1196,14,F,11,Medium,Sadness,4.0,4.5,4.9,3.0,0.3,Digital,102
1197,14,F,10,Low,Sadness,1.1,4.0,3.6,2.7,2.1,Watercolor,67
1198,16,F,11,Medium,Sadness,2.6,1.0,4.5,3.3,7.8,Digital,116
1199,16,F,9,High,Frustration,2.7,2.9,1.8,1.4,0.4,Watercolor,58
1200,17,M,12,Low,Happiness,2.9,4.5,1.5,4.8,5.7,Digital,99
1201,14,F,9,Low,Frustration,4.8,2.3,3.1,1.9,9.1,Digital,43
1202,18,F,10,Medium,Calm,3.5,4.1,3.4,4.1,8.1,Digital,55
1203,18,M,10,Low,Anxiety,2.4,2.2,4.2,3.4,3.4,Digital,36
1204,14,F,9,High,Excitement,4.8,3.3,2.3,1.4,3.1,Watercolor,76
1205,17,F,12,High,Sadness,4.4,4.4,3.1,3.2,3.2,Digital,96
1206,14,F,10,Low,Happiness,5.0,1.8,3.9,3.9,9.3,Mixed,87
1207,17,M,12,High,Excitement,1.8,4.3,2.3,1.8,0.3,Watercolor,58
1208,18,M,9,Medium,Happiness,1.9,1.2,3.0,4.0,1.0,Watercolor,48
1209,14,M,9,Low,Excitement,1.3,3.5,4.1,2.8,0.8,Mixed,33
1210,18,F,10,Medium,Sadness,2.5,3.1,2.5,2.7,9.3,Watercolor,34
1211,17,F,11,High,Frustration,2.5,4.7,2.1,2.3,6.0,Mixed,104
1212,14,F,12,Low,Happiness,4.7,1.1,4.9,1.0,4.4,Digital,39
1213,16,F,10,Low,Anxiety,1.6,2.4,1.0,1.4,10.0,Mixed,47
1214,18,F,11,Low,Sadness,1.2,4.3,3.9,4.9,8.0,Mixed,43
1215,15,M,9,Medium,Sadness,1.1,1.9,1.3,4.2,7.0,Mixed,98
1216,17,F,10,Medium,Anxiety,3.6,2.1,3.2,2.4,1.9,Pencil,98
1217,16,F,9,Low,Sadness,4.8,1.8,1.2,2.9,7.2,Digital,98
1218,16,F,10,Low,Frustration,3.3,1.8,2.3,1.5,1.9,Digital,56
1219,14,F,9,High,Frustration,4.5,2.6,1.7,1.2,4.2,Digital,104
1220,18,F,11,Medium,Calm,3.3,2.0,3.1,3.9,0.3,Watercolor,60
1221,15,M,9,Medium,Frustration,2.0,4.6,2.1,3.3,10.0,Digital,118
1222,14,F,9,Medium,Anxiety,4.7,4.9,3.5,3.1,2.5,Mixed,112
1223,18,F,12,High,Happiness,4.9,1.8,1.5,1.8,9.4,Pencil,51
1224,16,F,10,Medium,Happiness,1.8,3.6,1.3,2.2,5.6,Watercolor,112
1225,18,F,12,Medium,Excitement,1.8,1.5,3.7,1.5,4.9,Digital,106
1226,17,M,12,High,Excitement,4.2,1.3,1.1,2.2,8.2,Mixed,35
1227,18,M,11,Low,Frustration,1.3,4.2,3.2,4.3,1.0,Mixed,79
1228,15,M,10,Low,Calm,4.6,1.1,1.6,1.7,4.6,Pencil,81
1229,15,F,12,Low,Anxiety,2.7,3.3,2.2,2.5,4.6,Digital,76
1230,18,M,9,High,Anxiety,2.8,1.0,1.9,3.9,4.4,Watercolor,73
1231,18,F,11,High,Anxiety,4.3,1.3,3.2,1.7,0.8,Watercolor,39
1232,17,F,11,Low,Excitement,1.8,3.0,2.9,1.9,7.8,Mixed,40
1233,17,F,9,Medium,Frustration,2.9,1.9,4.8,3.9,1.2,Watercolor,83
1234,17,M,9,High,Frustration,1.8,3.7,3.6,4.4,2.2,Digital,100
1235,16,F,10,Low,Anxiety,3.7,3.0,3.2,4.5,4.8,Pencil,107
1236,17,M,9,Low,Calm,2.0,3.4,1.7,3.8,7.2,Mixed,32
1237,16,M,9,Low,Anxiety,2.4,1.2,2.7,4.5,5.1,Digital,106
1238,16,M,10,High,Calm,3.6,1.9,4.1,3.2,0.5,Mixed,76
1239,16,F,9,Medium,Frustration,4.9,1.8,1.5,2.6,4.0,Digital,99
1240,14,F,10,Low,Frustration,2.5,2.8,4.5,2.7,4.4,Mixed,93
1241,17,M,9,High,Frustration,2.3,1.6,4.3,1.8,1.4,Pencil,109
1242,14,M,12,Medium,Sadness,1.8,3.9,1.3,3.4,7.5,Digital,91
1243,17,M,12,High,Frustration,4.2,4.5,4.5,1.2,3.4,Digital,88
1244,14,F,10,Medium,Sadness,4.7,4.5,1.4,2.9,2.7,Watercolor,84
1245,16,M,12,Medium,Sadness,1.5,4.9,1.7,4.6,1.5,Watercolor,66
1246,17,F,12,High,Anxiety,4.3,3.5,4.9,1.2,4.3,Mixed,98
1247,15,F,11,Low,Excitement,3.0,4.4,1.5,1.2,5.9,Digital,115
1248,16,F,10,Medium,Frustration,5.0,4.6,1.2,4.9,0.7,Mixed,37
1249,14,F,12,Low,Excitement,3.7,2.4,1.7,4.8,3.9,Watercolor,72
1250,16,F,12,High,Sadness,1.8,4.7,3.3,4.5,6.2,Digital,40
1251,15,F,12,Low,Excitement,3.0,2.4,3.3,4.0,4.3,Digital,115
1252,16,M,10,Low,Excitement,4.7,1.5,2.2,3.7,7.1,Mixed,82
1253,14,M,10,High,Frustration,1.9,3.6,4.3,3.4,4.8,Watercolor,65
1254,17,M,12,High,Frustration,3.2,2.0,3.5,3.5,6.4,Digital,40
1255,14,F,11,High,Excitement,3.7,4.4,3.6,2.7,5.2,Watercolor,84
1256,15,F,11,High,Anxiety,2.9,1.7,3.4,4.8,6.5,Pencil,90
1257,14,F,11,Medium,Frustration,4.6,1.8,4.0,1.7,2.5,Mixed,114
1258,15,M,12,Medium,Happiness,4.2,3.3,1.5,3.3,6.0,Mixed,112
1259,16,F,11,Medium,Happiness,4.6,3.8,3.3,4.1,4.2,Mixed,41
1260,18,F,12,Low,Happiness,2.2,4.7,1.7,3.8,3.7,Mixed,101
1261,17,M,12,High,Excitement,5.0,4.0,4.0,3.5,0.7,Pencil,71
1262,18,M,10,High,Frustration,4.0,1.6,4.4,4.6,2.2,Digital,32
